"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Whitehill__J",2,NA,NA,NA,2
"Whitehill__J.",9,NA,NA,2,9
"Whitehill__J.R.",2,NA,NA,2,NA
"Whitmer__J",2,NA,2,NA,NA
"Wiebe__E",11,NA,5,5,8
"Wiebe__E.N",9,4,9,NA,NA
"Wiggins__J.B",9,4,9,NA,NA
"Wiley__K.J",3,NA,NA,NA,3
"Wilks__A",2,NA,2,NA,NA
"Williams__J",3,3,NA,NA,NA
"Williams__J.J",13,NA,4,NA,9
"Wilson__K.H",3,NA,3,NA,NA
"Winchell__A",4,NA,NA,4,NA
"Windsor__L.C",5,NA,NA,5,NA
"Wixon__N",6,NA,NA,6,NA
"Wolf__V.",3,NA,NA,3,NA
"Wollenschlaeger__A",5,NA,NA,5,NA
"Wongviriyawong__C.",2,NA,NA,2,NA
"Woodruff__M.",0,NA,NA,NA,0
"Woolf__B",6,NA,NA,6,NA
"Woolf__B.P",3,3,NA,NA,NA
"Worsley__M",3,3,NA,NA,NA
"Wu__B",4,NA,NA,4,NA
"Wu__W",7,NA,NA,2,6
"Xia__Z",5,NA,5,NA,NA
"Xiao__Y",7,NA,NA,NA,7
"Xiao__Z",7,NA,NA,NA,7
"Xiaopeng__G",4,NA,NA,4,NA
"Xie__J",13,8,4,5,NA
"Xiong__W",1,1,NA,NA,NA
"Xiong__X",4,2,3,NA,NA
"Xiong__X.",1,1,NA,NA,NA
"Xu__P",1,NA,1,1,NA
"Xu__X",3,3,NA,NA,NA
"Xu__Y",4,1,NA,2,3
"Xu__Y.J",5,NA,NA,5,NA
"Xue__L",4,NA,2,4,NA
"Xue__L.",0,NA,NA,0,NA
"Yacef__K",2,2,NA,NA,NA
"Yacef__K.",6,NA,6,NA,NA
"Yadav__K",4,NA,4,NA,NA
"Yahya__A.A",2,NA,NA,NA,2
"Yamanishi__K.",1,1,NA,NA,NA
"Yan__L",3,NA,NA,NA,3
"Yang__S.",1,NA,1,NA,NA
"Yang__T.-Y",7,NA,NA,3,4
"Yang__Y",9,NA,3,NA,6
"Yankovich__D",3,NA,NA,3,NA
"Yao__W",4,NA,NA,NA,4
"Yassine__M",3,3,NA,NA,NA
"Yasuda__K",5,NA,2,4,NA
"Ye__J",4,NA,NA,NA,4
"Ye__M.",5,NA,5,NA,NA
"Yee-King__M",3,NA,3,NA,NA
"Yeung__C.-K.",0,NA,NA,NA,0
"Yin__B",4,NA,NA,4,NA
"Yoo__Y.J.",2,NA,NA,2,NA
"Yoon__J",2,NA,NA,2,NA
"Yoshikawa__M.",2,NA,2,NA,NA
"Yu__R",7,NA,NA,5,2
"Yuan__C.",2,NA,NA,NA,2
"Yuan__M.",3,NA,3,NA,NA
"Yudelson__M",13,NA,NA,6,NA
"Yudelson__M.",7,NA,7,NA,NA
"Yudelson__M.V",4,1,NA,3,NA
"Yudelson__M.V.",0,NA,0,NA,NA
"Yukita__D.",0,NA,NA,0,NA
"Yun__Y",3,NA,NA,NA,3
"Zafra__A",2,NA,NA,2,NA
"Zaidi__A",5,NA,NA,NA,5
"Zaidi__A.H",5,NA,NA,NA,5
"Zapata__A",6,NA,3,4,NA
"Zeimet__B",4,NA,NA,4,NA
"Zeng__W",4,NA,NA,4,NA
"Zeng__Z",2,NA,NA,2,NA
"Zhai__C.",4,NA,NA,4,NA
"Zhang__C",8,NA,NA,NA,8
"Zhang__H.",4,NA,NA,NA,4
"Zhang__J",1,NA,NA,1,NA
"Zhang__L",4,NA,NA,NA,4
"Zhang__M.",3,NA,NA,3,NA
"Zhang__Y",8,NA,5,NA,3
"Zhang__Y.",2,NA,NA,2,NA
"Zhao__H",4,NA,NA,NA,4
"Zhao__S",4,NA,3,1,NA
"Zhao__X",5,NA,5,NA,NA
"Zhao__Y",6,NA,NA,NA,6
"Zheng__D.",4,NA,NA,4,NA
"Zheng__G",3,NA,3,NA,NA
"Zheng__L",8,NA,NA,8,NA
"Zheng__Z",2,NA,2,NA,NA
"Zheng__Z.",0,0,NA,NA,NA
"Zhi__R",10,NA,NA,2,9
"Zhou__G",6,NA,NA,3,4
"Zhou__X.",2,NA,NA,2,NA
"Zhu__J",3,NA,NA,3,NA
"Zhu__L",3,3,NA,NA,NA
"Zhu__X",4,NA,NA,4,NA
"Zhu__X.",6,NA,NA,6,NA
"Zilles__C.",2,NA,NA,2,NA
"Zimmerman__N",9,NA,9,NA,NA
"Zingle__G",7,NA,NA,NA,7
"Zorrilla__M.",1,1,NA,NA,NA
"Zou__J.",6,NA,NA,6,NA
"Zouaq__A",4,NA,NA,4,NA
"Zundel__A",2,2,NA,NA,NA
"Zundel__A.E",4,4,NA,NA,NA
