"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Yoon__Dongwook",11,NA,4,5,6
"Young__Richard",5,NA,NA,NA,5
"Young__William",3,NA,NA,NA,3
"Yu__Bowen",10,NA,NA,3,8
"Yu__Renzhe",1,NA,NA,NA,1
"Yudelson__Michael",10,NA,3,2,5
"Yun__Hyeonggeun",2,NA,NA,NA,2
"Zafar__Farshida",2,NA,NA,2,NA
"Zhai__Chengxiang",4,NA,NA,NA,4
"Zhai__ChengXiang",9,NA,2,2,8
"Zhang__Amy_X.",3,NA,NA,3,NA
"Zhang__Liang",4,NA,NA,4,NA
"Zhang__Ming",8,NA,8,NA,NA
"Zhang__Xiong",2,NA,NA,NA,2
"Zhang__Yaqiong",4,NA,NA,4,NA
"Zhao__Catherine",1,NA,1,NA,NA
"Zhao__Haocheng",2,NA,NA,NA,2
"Zhao__Jian",8,NA,NA,NA,8
"Zhao__Jinjin",5,NA,NA,NA,5
"Zhao__Qian",2,NA,NA,2,NA
"Zhao__Shengdong",3,NA,3,NA,NA
"Zhao__Siyuan",6,NA,NA,6,NA
"Zheng__Saijing",4,NA,4,NA,NA
"Zhou__Mo",8,NA,8,NA,NA
"Zhu__Haiyi",10,NA,NA,3,8
"Zhu__Jile",8,NA,8,NA,NA
"Zilles__Craig",6,NA,1,2,6
"Zimmaro__Dawn",5,NA,NA,NA,5
"Zimmerman__Neil",9,NA,9,NA,NA
"Zou__Yanzhen",5,NA,5,NA,NA
"Zyto__Sacha",3,3,NA,NA,NA
