"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Salperwyck__C.",3,NA,3,NA,NA
"Salter__D.",5,NA,5,NA,NA
"Samadi__S.Y.",2,NA,2,NA,NA
"Sampson__D.G.",3,NA,3,NA,NA
"Samson__P.J.",0,0,NA,NA,NA
"San_Pedro__M.O.C.Z.",3,3,NA,NA,NA
"Sani__L.",5,NA,NA,5,NA
"Sans__V.",3,NA,NA,3,NA
"Santolini__M.",2,NA,NA,NA,2
"Santomauro__G.",9,NA,NA,NA,9
"Santos__J.L.",6,6,NA,NA,NA
"Santos__O.C.",4,NA,NA,4,NA
"Sao_Pedro__M.A.",2,2,NA,NA,NA
"Sapienza__A.",4,NA,4,NA,NA
"Saqr__M.",1,NA,NA,NA,1
"Saranti__A.",4,3,3,NA,NA
"Sarathy__N.",5,NA,NA,NA,5
"Saskia__B.-G.",1,NA,1,NA,NA
"Sato__B.K.",5,NA,NA,NA,5
"Schön__M.",3,3,NA,NA,NA
"Schaefer__S.",2,NA,2,NA,NA
"Schaeffer__J.",2,NA,NA,2,NA
"Schaub__F.",2,NA,NA,NA,2
"Scheffel__M.",24,4,14,8,3
"Schiorring__E.",2,2,NA,NA,NA
"Schneider__B.",8,3,5,NA,NA
"Schneider__E.",2,2,NA,NA,NA
"Schneider__J.",4,NA,NA,NA,4
"Schreurs__B.",4,4,NA,NA,NA
"Schroeder__N.",4,NA,NA,NA,4
"Schroeder__U.",5,4,3,NA,NA
"Schulte__J.",9,NA,NA,9,NA
"Schulte__O.",4,NA,NA,NA,4
"Schwartz__D.L.",2,NA,NA,2,NA
"Schweighart__M.",0,NA,NA,0,NA
"Schwendimann__B.A.",7,NA,7,NA,NA
"Sclater__N.",9,NA,NA,9,NA
"Scupelli__P.",4,4,NA,NA,NA
"Segal__A.",9,NA,2,NA,7
"Segedy__J.R.",2,2,NA,NA,NA
"Seitlinger__P.",6,NA,NA,4,3
"Sekiya__T.",2,NA,2,NA,NA
"Selent__D.",5,NA,5,NA,NA
"Sengupta__B.",6,NA,6,NA,NA
"Sergio__G.-S.",6,NA,6,NA,NA
"Sewell__A.",6,NA,NA,6,NA
"Seyeditabari__A.",4,NA,NA,NA,4
"Shabaninejad__S.",4,NA,NA,NA,4
"Shabrina__P.",6,NA,NA,NA,6
"Shaffer__D.W.",9,NA,NA,6,4
"Sharkey__M.",6,1,NA,5,NA
"Sharma__K.",10,NA,5,4,3
"Shehata__S.",1,NA,1,NA,NA
"Shen__X.",3,2,2,NA,NA
"Shepard__L.",13,NA,NA,13,NA
"Sher__V.",3,NA,NA,NA,3
"Shibani__A.",5,NA,3,NA,2
"Shimada__A.",9,NA,NA,9,NA
"Shultz__G.",4,4,NA,NA,NA
"Shum__S.B.",60,6,31,29,9
"Sicilia__M.-A.",3,3,NA,NA,NA
"Siddiquie__B.",5,NA,5,NA,NA
"Siebert-Evenstone__A.",4,NA,NA,4,NA
"Siemens__G.",39,7,8,21,7
"Siemensg__G.",11,NA,11,NA,NA
"Simmons__I.",3,NA,3,NA,NA
"Simsek__D.",6,4,5,NA,NA
"Sinclair__J.",6,NA,NA,4,2
"Sipolins__A.",2,NA,NA,2,NA
"Skinner__G.",3,NA,3,NA,NA
"Skocilas__J.",4,NA,NA,NA,4
"Skretting__H.",5,NA,NA,5,NA
"Skrypnyk__O.",6,NA,6,NA,NA
"Slade__S.",8,1,4,4,2
"Slater__S.",14,NA,NA,4,10
"Slater__S.A.",6,NA,NA,6,NA
"Slotta__J.D.",2,2,NA,NA,NA
"Sluijter__J.",1,NA,NA,1,NA
"Smeaton__A.",3,NA,NA,NA,3
"Smith__C.P.",7,7,NA,NA,NA
"Smith__E.",3,NA,NA,NA,3
"Smyth__P.",4,NA,NA,4,NA
"Snoeck__M.",5,NA,NA,NA,5
"Snow__E.L.",5,NA,5,NA,NA
"Soekarjo__K.M.W.",3,NA,NA,NA,3
"Soheily-Khah__S.",2,NA,2,NA,NA
"Solyst__J.",2,NA,NA,NA,2
"Sorokin__I.",0,NA,0,NA,NA
"Soussou__W.",5,NA,NA,5,NA
"Southavilay__V.",3,3,NA,NA,NA
"Spann__C.A.",2,NA,NA,2,NA
"Specht__M.",15,5,4,8,4
"Spiegel__S.",1,NA,1,NA,NA
"Spikol__D.",12,NA,4,7,3
"Srivastava__N.",5,NA,NA,NA,5
"Stamper__J.",11,NA,NA,11,NA
"Stanislav__V.",2,NA,2,NA,NA
"Staubitz__T.",13,NA,3,NA,10
"Steiner__T.A.",2,NA,NA,NA,2
"Steinert__L.",3,3,NA,NA,NA
"Steinwachs__M.",9,NA,NA,9,NA
"Stern__J.",5,NA,5,NA,NA
"Stevens__S.",2,NA,NA,NA,2
"Stewart__A.",4,NA,NA,NA,4
"Stoeffler__K.",2,NA,NA,2,NA
"Stoitsis__G.",7,7,NA,NA,NA
"Stone__C.",5,NA,NA,NA,5
"Stoyanov__S.",2,2,NA,NA,NA
"Studham__R.S.",2,NA,2,NA,NA
"Stump__G.S.",1,1,NA,NA,NA
"Su__J.K.",3,NA,NA,NA,3
"Suarez__N.",3,3,NA,NA,NA
"Suehiro__D.",4,NA,NA,4,NA
"Sulcer__B.",2,2,NA,NA,NA
"Sumner__T.",3,NA,NA,3,NA
"Sun__Y.",2,NA,2,NA,NA
"Suthers__D.",9,2,7,NA,NA
"Swenson__J.",0,0,NA,NA,NA
"Swiecki__Z.",6,NA,NA,6,1
"Syed__M.",5,NA,NA,NA,5
"Szegedi__P.",4,4,NA,NA,NA
"Türkmen__A.C.",1,NA,NA,NA,1
"Tabari__N.",4,NA,NA,NA,4
"Tabatabai__S.",4,NA,NA,4,NA
"Tada__M.",1,1,NA,NA,NA
"Taibi__D.",6,4,5,NA,NA
"Takahashi__H.",3,NA,3,NA,NA
"Takanashi__K.",6,6,NA,NA,NA
"Tall__K.",2,NA,NA,2,NA
"Tamborg__A.L.",6,NA,NA,6,NA
"Tammets__K.",10,NA,6,4,NA
"Tamrakar__A.",5,NA,5,NA,NA
"Tan__E.",2,NA,NA,NA,2
"Tan__J.P.-L.",5,NA,5,NA,NA
"Tan__S.C.",3,NA,NA,1,2
"Tan__Y.",5,NA,NA,5,NA
"Taniguchi__Y.",6,NA,NA,6,NA
"Taraghi__B.",4,3,3,NA,NA
"Taub__M.",8,NA,NA,8,NA
"Tavenard__R.",4,NA,4,NA,NA
"Taylor__J.N.",3,3,NA,NA,NA
"Taylor__S.",1,NA,NA,1,NA
"Teasley__S.",10,2,4,4,3
"Teasley__S.D.",15,7,4,3,4
"Tegene__M.",4,NA,NA,4,NA
"Tejeiro__R.",2,NA,NA,2,NA
"Tempelaar__D.",2,NA,NA,2,NA
"Tempelaar__D.T.",4,4,NA,NA,NA
"Teplovs__C.",4,4,NA,NA,NA
"Ternier__S.",6,NA,4,5,NA
"Terzis__V.",2,2,NA,NA,NA
"Thaker__K.",2,NA,NA,NA,2
"The__B.",1,NA,1,NA,NA
"Thille__C.",4,NA,NA,4,NA
"Thompson__C.",4,2,4,NA,NA
"Thompson__K.",4,NA,NA,4,NA
"Thorn__C.",2,NA,2,NA,NA
"Tian__L.",3,NA,3,NA,NA
"Tinker__R.",8,NA,8,NA,NA
"Tissenbaum__M.",4,2,NA,2,NA
"Toetenel__L.",11,NA,10,2,NA
"Tolvanen__T.",3,NA,NA,3,NA
"Tomaiuolo__M.",5,NA,NA,5,NA
"Tomar__G.",4,NA,4,NA,NA
"Tomić__B.",6,NA,6,NA,NA
"Tong__H.L.",3,NA,3,NA,NA
"Tormey__R.",2,2,NA,NA,NA
"Torre__M.V.",2,NA,NA,NA,2
"Trætteberg__H.",4,NA,NA,4,NA
"Trasarti__R.",2,NA,NA,2,NA
"Trausan-Matu__S.",3,NA,3,NA,NA
"Tritz__J.",7,4,3,NA,NA
"Tsai__Y.-S.",17,NA,NA,7,11
"Tscholl__M.",4,NA,NA,NA,4
"Tsingos-Lucas__C.",5,NA,NA,5,NA
"Tupikina__L.",2,NA,NA,NA,2
"Turrin__R.",3,NA,NA,NA,3
"Turro__C.",10,NA,NA,NA,10
"Tuti__T.",2,NA,NA,NA,2
"Twiner__A.",4,NA,4,NA,NA
"Uchida__T.",2,NA,NA,NA,2
"Ukkonen__A.",1,NA,NA,NA,1
"Ullmann__T.D.",0,NA,NA,0,NA
"Ulrich_Hoppe__H.",3,2,NA,NA,2
"Uosaki__N.",2,NA,2,2,NA
"Urretavizcaya__M.",5,NA,5,NA,NA
"Urrutia__M.L.",2,NA,NA,2,NA
"Uus__Õ.",3,NA,NA,NA,3
"Uzir__N.A.",7,NA,NA,NA,7
"Uzir__N.A.A.",7,NA,NA,NA,7
"Vachova__L.",5,5,NA,NA,NA
"Vaclavek__J.",4,NA,NA,NA,4
"Vahdati__S.",2,NA,2,NA,NA
"Valiente__J.A.R.",2,2,NA,NA,NA
"Van_De_Vrie__E.",4,4,NA,NA,NA
"Van_Den_Hoven__E.",6,NA,NA,NA,6
"van_der_Kamp__J.",3,NA,NA,NA,3
"Van_Der_Kooij__H.",4,4,NA,NA,NA
"Van_Der_Sluis__F.",7,NA,NA,7,NA
"Van_Der_Zee__T.",7,NA,NA,7,NA
"van_der_Zon__S.B.",4,NA,NA,NA,4
"Van_Goidsenhoven__S.",5,NA,NA,NA,5
"Van_Haaren__J.",2,NA,NA,NA,2
"Van_Helden__G.",4,NA,NA,NA,4
"Van_Inwegen__E.",3,NA,3,NA,NA
"Van_Inwegen__E.G.",7,NA,5,NA,3
"van_Ipenburg__W.",4,NA,NA,NA,4
"Van_Leeuwen__A.",1,NA,0,NA,1
"Van_Soom__C.",4,NA,NA,4,NA
"Van_Staalduinen__J.-P.",5,NA,NA,NA,5
"Vanden_Broucke__S.",5,NA,NA,NA,5
"Vanneste__P.",3,NA,NA,NA,3
"Varao-Sousa__T.L.",2,NA,NA,NA,2
"Varatharaj__A.",5,NA,NA,NA,5
"Vasalou__A.",2,NA,NA,NA,2
"Vatrapu__R.",4,4,NA,NA,NA
"Veas__E.",6,NA,NA,6,NA
"Veldsink__J.",4,NA,NA,NA,4
"Velloso__E.",5,NA,NA,NA,5
"Ventura__S.",3,NA,3,NA,NA
"Verbert__K.",28,4,8,13,7
"Verheyen__P.",3,3,NA,NA,NA
"Vesin__B.",2,NA,NA,NA,2
"Vezzoli__Y.",2,NA,NA,NA,2
"Viberg__O.",2,NA,NA,NA,2
"Victoria_Almeda__M.",2,NA,NA,2,NA
"Vigentini__L.",2,NA,NA,2,NA
"Vilar__J.A.",1,NA,1,NA,NA
"Villano__R.",3,NA,3,NA,NA
"Vo__T.",6,NA,NA,6,NA
"Vogelsang__T.",1,NA,1,NA,NA
"Von_Davier__A.",2,NA,NA,2,NA
"Vozniuk__A.",7,2,7,NA,NA
"Vozzi__F.",4,NA,4,NA,NA
"Vrzakova__H.",4,NA,NA,NA,4
"Vytasek__J.",2,NA,2,NA,NA
"Vytasek__J.M.",4,NA,NA,2,2
"Waddington__R.J.",1,1,NA,NA,NA
"Wadholm__B.",2,2,NA,NA,NA
"Waghray__D.",5,NA,NA,5,NA
"Wagner__A.Z.",5,NA,5,NA,NA
"Waller__R.",3,NA,NA,NA,3
"Wang__F.L.",4,NA,NA,4,NA
"Wang__H.",2,NA,2,NA,NA
"Wang__J.",3,NA,NA,NA,3
"Wang__Q.",3,NA,NA,3,NA
"Wang__X.",7,NA,7,NA,NA
"Wang__Y.",32,NA,18,3,12
"Wang__Z.",8,NA,NA,NA,8
"Wanigasekara__N.",6,NA,6,NA,NA
"Ward__D.",9,NA,NA,9,NA
"Warmerdam__E.",3,NA,NA,NA,3
"Warschauer__M.",7,NA,NA,4,5
"Wasson__B.",5,NA,NA,5,NA
"Watanabe__E.",2,NA,NA,2,NA
"Watanabe__J.",3,NA,3,NA,NA
"Waters__A.E.",2,NA,NA,NA,2
"Waters__Z.",9,NA,8,3,NA
"Weber__M.",4,4,NA,NA,NA
"Wei__H.",4,NA,NA,NA,4
"Wei__Q.",2,NA,NA,NA,2
"Wei__Z.",3,3,NA,NA,NA
"Weibel__N.",3,NA,3,NA,NA
"Weldemariam__K.",4,NA,NA,4,NA
"Wells__M.",4,NA,4,NA,NA
"Welsh__A.",6,NA,NA,6,NA
"Welsh__S.S.",5,NA,NA,NA,5
"Wen__M.",2,NA,2,NA,NA
"West__D.",3,NA,3,NA,NA
"Wham__D.",0,NA,NA,0,NA
"Whitaker__R.",3,2,3,NA,NA
"Whitelock-Wainwright__A.",11,NA,NA,2,10
"Whitelock__D.",14,8,9,NA,NA
"Whitmer__J.",4,2,2,NA,NA
"Whyte__A.",2,NA,2,NA,NA
"Wiebe__E.N.",2,2,NA,NA,NA
"Wiedmann__M.",5,NA,5,NA,NA
"Wild__F.",3,NA,3,NA,NA
"Wiley__K.J.",3,NA,NA,NA,3
"Williams__D.",8,NA,8,NA,NA
"Williams__J.J.",7,NA,5,NA,2
"Willis__J.",2,2,NA,NA,NA
"Willis__J.E.",3,NA,3,NA,NA
"Willis__J.E.__III",2,NA,2,NA,NA
"Wiltrout__M.E.",3,NA,NA,NA,3
"Winne__P.H.",2,NA,NA,NA,2
"Winston__W.",3,NA,NA,NA,3
"Winters__N.",2,NA,NA,NA,2
"Wise__A.F.",11,2,5,4,2
"Wolff__A.",13,10,6,NA,NA
"Wollenschlaeger__A.",4,NA,4,NA,NA
"Woloshen__S.",2,NA,NA,2,NA
"Wolpers__M.",12,4,8,NA,NA
"Wong__L.",5,5,NA,NA,NA
"Wong__T.-L.",4,NA,NA,4,NA
"Woo__C.",2,NA,NA,NA,2
"Woo__M.",3,NA,NA,3,NA
"Woodruff__E.",1,NA,NA,1,NA
"Woodthorpe__J.",9,NA,9,NA,NA
"Worsley__M.",8,1,4,5,NA
"Wright__C.V.",3,NA,NA,3,NA
"Wright__M.C.",2,2,NA,NA,NA
"Wshah__S.",3,NA,3,NA,NA
"Wu__J.",4,NA,4,NA,NA
"Wu__Y.-F.B.",1,NA,NA,1,NA
"Xenos__M.",1,1,NA,NA,NA
"Xhakaj__F.",6,NA,NA,6,NA
"Xia__M.",4,NA,NA,NA,4
"Xie__H.",4,NA,NA,4,NA
"Xing__W.",4,2,3,NA,NA
"Xiong__X.",2,NA,2,NA,NA
"Xiong__Y.",1,NA,NA,1,NA
"Xu__Y.",1,NA,1,NA,NA
"Xu__Z.",2,NA,1,1,NA
"Yacef__K.",11,3,5,4,NA
"Yaginuma__Y.",2,NA,NA,2,NA
"Yamada__H.",2,NA,2,1,NA
"Yamada__M.",4,NA,NA,4,NA
"Yamada__T.",2,NA,NA,2,NA
"Yamaguchi__K.",2,NA,2,NA,NA
"Yamashita__T.",3,NA,NA,3,NA
"Yan__W.",5,NA,NA,NA,5
"Yang__C.",7,NA,NA,7,NA
"Yang__J.-A.",5,5,NA,NA,NA
"Yang__K.",3,NA,NA,NA,3
"Yang__S.",3,NA,3,NA,NA
"Ye__S.",2,NA,2,NA,NA
"Yeomans__M.",4,NA,4,1,NA
"Yeung__D.-Y.",4,NA,NA,NA,4
"Yeung__Y.-C.A.",7,NA,NA,7,NA
"Yoon__M.",2,2,NA,NA,NA
"Yu__B.",3,NA,3,NA,NA
"Yu__R.",5,NA,NA,NA,5
"Yu__T.",1,1,NA,NA,NA
"Yu__Y.",3,NA,3,NA,NA
"Yuan__L.",8,NA,NA,8,NA
"Yuan__Y.",3,3,NA,NA,NA
"Yuhas__B.",5,NA,5,NA,NA
"Yun__H.",2,NA,NA,2,NA
"Yun__S.B.",5,NA,NA,NA,5
"Zacharias__V.",3,3,NA,NA,NA
"Zadrozny__W.",4,NA,NA,NA,4
"Zamecnik__A.",3,NA,NA,NA,3
"Zdrahal__Z.",21,10,4,8,4
"Zendulka__J.",2,NA,NA,2,NA
"Zeng__Z.",3,NA,NA,NA,3
"Zhang__A.X.",7,NA,NA,NA,7
"Zhang__G.",3,NA,NA,3,NA
"Zhang__J.",22,NA,NA,12,10
"Zhang__R.",4,NA,4,NA,NA
"Zhang__X.",3,NA,3,NA,NA
"Zhang__Y.",13,NA,8,NA,6
"Zhang__Z.",1,NA,NA,NA,1
"Zhao__A.",5,NA,5,NA,NA
"Zhao__C.",3,NA,3,NA,NA
"Zhao__Y.",7,2,5,NA,NA
"Zheng__G.",5,NA,NA,5,NA
"Zheng__L.",2,NA,NA,2,NA
"Zhou__L.",2,NA,NA,2,NA
"Zhou__Q.",3,NA,NA,NA,3
"Zhu__H.",1,NA,NA,NA,1
"Zhu__M.",6,NA,6,NA,NA
"Zhu__W.",2,NA,NA,NA,2
"Zhu__Z.",3,NA,NA,NA,3
"Ziebarth__S.",5,5,NA,NA,NA
"Zimmerman__H.T.",1,NA,1,NA,NA
"Zimmerman__N.L.",1,NA,NA,1,NA
"Zook__J.",4,NA,NA,NA,4
"Zou__D.",4,NA,NA,4,NA
"Zouaq__A.",5,NA,5,NA,NA
"Zuccon__G.",3,NA,NA,3,NA
"Zushi__M.",2,NA,2,NA,NA
